ID	H	E	C
Seq_1302845	45.23809523809524	16.666666666666664	38.095238095238095
Seq_340900	20.238095238095237	41.66666666666667	38.095238095238095
Seq_1150723	0.0	54.385964912280706	45.614035087719294
Seq_744962	6.837606837606838	0.0	93.16239316239316
Seq_1274976	49.09090909090909	0.0	50.90909090909091
Seq_1748708	42.10526315789473	31.57894736842105	26.31578947368421
Seq_436380	76.66666666666667	0.0	23.333333333333332
Seq_1737611	4.444444444444445	46.666666666666664	48.888888888888886
Seq_1393065	62.96296296296296	1.8518518518518516	35.18518518518518
Seq_1737616	30.76923076923077	21.978021978021978	47.25274725274725
Seq_1206571	45.87155963302752	10.091743119266056	44.03669724770643
Seq_534002	70.27027027027027	5.405405405405405	24.324324324324326
Seq_256383	71.7948717948718	0.0	28.205128205128204
Seq_165752	46.15384615384615	23.076923076923077	30.76923076923077
Seq_165756	46.15384615384615	21.53846153846154	32.30769230769231
Seq_1452520	0.0	0.0	100.0
Seq_1259809	0.0	57.432432432432435	42.567567567567565
Seq_275840	48.717948717948715	19.230769230769234	32.05128205128205
Seq_382895	46.73913043478261	10.869565217391305	42.391304347826086
Seq_145640	22.22222222222222	33.33333333333333	44.44444444444444
Seq_1213824	45.76271186440678	0.0	54.23728813559322
Seq_145643	28.8135593220339	10.16949152542373	61.016949152542374
Seq_1401963	25.961538461538463	27.884615384615387	46.15384615384615
Seq_183705	0.0	48.78048780487805	51.21951219512195
Seq_129952	62.903225806451616	1.6129032258064515	35.483870967741936
Seq_299304	28.57142857142857	19.047619047619047	52.38095238095239
Seq_301142	61.904761904761905	4.761904761904762	33.33333333333333
Seq_1170724	0.0	39.58333333333333	60.416666666666664
Seq_1696821	65.88235294117646	3.5294117647058822	30.58823529411765
Seq_513588	48.57142857142857	8.571428571428571	42.857142857142854
Seq_1056001	22.22222222222222	33.33333333333333	44.44444444444444
Seq_443298	0.0	31.11111111111111	68.88888888888889
Seq_1314447	82.41758241758241	0.0	17.582417582417584
Seq_1590898	68.42105263157895	0.0	31.57894736842105
Seq_1601201	37.5	17.1875	45.3125
Seq_374618	37.142857142857146	42.857142857142854	20.0
Seq_551502	32.407407407407405	24.074074074074073	43.51851851851852
Seq_1051436	0.0	42.42424242424242	57.57575757575758
Seq_554754	9.75609756097561	4.878048780487805	85.36585365853658
Seq_1478392	72.46376811594203	0.0	27.536231884057973
Seq_810293	2.8846153846153846	48.07692307692308	49.03846153846153
Seq_1376087	64.13043478260869	2.1739130434782608	33.69565217391305
Seq_1629122	70.73170731707317	0.0	29.268292682926827
Seq_1278415	56.25	0.0	43.75
Seq_1629128	67.76859504132231	0.0	32.231404958677686
Seq_1475972	35.16483516483517	15.384615384615385	49.45054945054945
Seq_1459358	5.263157894736842	14.473684210526317	80.26315789473685
Seq_96970	45.0	20.0	35.0
Seq_116531	9.523809523809524	52.38095238095239	38.095238095238095
Seq_636692	13.953488372093023	25.581395348837212	60.46511627906976
Seq_1312696	35.95505617977528	28.08988764044944	35.95505617977528
Seq_912266	34.0	0.0	66.0
Seq_447978	25.53191489361702	17.02127659574468	57.446808510638306
Seq_1628990	55.172413793103445	0.0	44.827586206896555
Seq_870631	10.0	4.285714285714286	85.71428571428571
Seq_426433	64.42307692307693	4.807692307692308	30.76923076923077
Seq_757381	39.80582524271845	17.475728155339805	42.71844660194174
Seq_673045	7.547169811320755	43.39622641509434	49.056603773584904
Seq_1629026	64.6484375	0.0	35.3515625
Seq_426438	65.38461538461539	5.769230769230769	28.846153846153843
Seq_234498	38.84297520661157	27.27272727272727	33.88429752066116
Seq_921296	54.347826086956516	0.0	45.65217391304348
Seq_10706	33.72093023255814	30.23255813953488	36.04651162790697
Seq_1700544	25.274725274725274	21.978021978021978	52.74725274725275
Seq_124604	40.67796610169492	10.16949152542373	49.152542372881356
Seq_124607	44.5945945945946	22.972972972972975	32.432432432432435
Seq_1648488	39.130434782608695	32.608695652173914	28.26086956521739
Seq_1506162	43.75	7.5	48.75
Seq_150847	43.90243902439025	23.170731707317074	32.926829268292686
Seq_1525890	62.96296296296296	0.0	37.03703703703704
Seq_436388	75.0	0.0	25.0
Seq_557591	55.55555555555556	22.22222222222222	22.22222222222222
Seq_475711	38.961038961038966	23.376623376623375	37.66233766233766
Seq_42759	27.027027027027028	0.0	72.97297297297297
Seq_471150	62.7906976744186	0.0	37.2093023255814
Seq_253257	9.859154929577464	39.436619718309856	50.70422535211267
Seq_1150937	16.923076923076923	55.38461538461539	27.692307692307693
