ID	H	E	C
Seq_920766	29.365079365079367	24.6031746031746	46.03174603174603
Seq_831422	25.71428571428571	25.71428571428571	48.57142857142857
Seq_450810	38.57142857142858	18.571428571428573	42.857142857142854
Seq_395875	53.333333333333336	0.0	46.666666666666664
Seq_490674	39.189189189189186	17.56756756756757	43.24324324324324
Seq_1010988	30.681818181818183	26.136363636363637	43.18181818181818
Seq_155334	47.368421052631575	17.543859649122805	35.08771929824561
Seq_272264	1.9230769230769231	61.53846153846154	36.53846153846153
Seq_1231599	29.411764705882355	8.823529411764707	61.76470588235294
Seq_184612	0.0	50.98039215686274	49.01960784313725
Seq_557987	0.0	32.467532467532465	67.53246753246754
Seq_1305526	0.0	0.0	100.0
Seq_950113	56.52173913043478	15.217391304347828	28.26086956521739
Seq_1103042	55.00000000000001	12.5	32.5
Seq_195509	57.446808510638306	14.893617021276595	27.659574468085108
Seq_1634253	33.72093023255814	9.30232558139535	56.97674418604651
Seq_100001	0.0	0.0	100.0
Seq_1170688	0.0	0.0	100.0
Seq_374579	18.75	41.66666666666667	39.58333333333333
Seq_1386019	73.80952380952381	0.0	26.190476190476193
Seq_995897	47.05882352941176	19.607843137254903	33.33333333333333
Seq_115551	38.55421686746988	18.072289156626507	43.373493975903614
Seq_299233	33.33333333333333	17.77777777777778	48.888888888888886
Seq_484583	23.25581395348837	33.72093023255814	43.02325581395349
Seq_942345	0.0	61.25000000000001	38.75
Seq_340341	41.17647058823529	19.11764705882353	39.705882352941174
Seq_7367	4.918032786885246	47.540983606557376	47.540983606557376
Seq_1373776	68.18181818181817	0.0	31.818181818181817
Seq_787776	31.132075471698112	19.81132075471698	49.056603773584904
Seq_1584591	12.76595744680851	40.42553191489361	46.808510638297875
Seq_382891	53.96825396825397	12.698412698412698	33.33333333333333
Seq_1042299	22.22222222222222	45.83333333333333	31.944444444444443
Seq_1161625	51.21951219512195	0.0	48.78048780487805
Seq_806071	45.09803921568628	17.647058823529413	37.254901960784316
Seq_452422	83.5820895522388	0.0	16.417910447761194
Seq_808053	32.25806451612903	29.03225806451613	38.70967741935484
Seq_1011071	55.00000000000001	10.0	35.0
Seq_1146769	41.07142857142857	21.428571428571427	37.5
Seq_189778	23.75	25.0	51.24999999999999
Seq_940072	0.0	0.0	100.0
Seq_1140084	0.0	42.592592592592595	57.407407407407405
Seq_1526598	38.63636363636363	0.0	61.36363636363637
Seq_1529797	23.376623376623375	14.285714285714285	62.33766233766234
Seq_890654	36.36363636363637	25.0	38.63636363636363
Seq_878351	4.615384615384616	52.307692307692314	43.07692307692308
Seq_567866	52.0	20.0	28.000000000000004
Seq_9048	20.0	26.25	53.75
Seq_844706	0.0	0.0	100.0
Seq_37266	44.44444444444444	11.11111111111111	44.44444444444444
Seq_1263272	35.55555555555556	0.0	64.44444444444444
Seq_95486	22.22222222222222	33.33333333333333	44.44444444444444
Seq_1253347	11.688311688311687	35.064935064935064	53.246753246753244
Seq_265898	36.84210526315789	31.57894736842105	31.57894736842105
Seq_1676021	71.64179104477611	0.0	28.35820895522388
Seq_1075052	43.28358208955223	14.925373134328357	41.7910447761194
Seq_9349	45.83333333333333	22.916666666666664	31.25
Seq_1361636	0.0	59.32203389830508	40.67796610169492
Seq_1336726	52.72727272727272	0.0	47.27272727272727
Seq_1381248	22.727272727272727	40.909090909090914	36.36363636363637
Seq_1416238	40.42553191489361	38.297872340425535	21.27659574468085
Seq_471209	8.955223880597014	26.865671641791046	64.17910447761194
Seq_48706	53.06122448979592	18.367346938775512	28.57142857142857
Seq_1369459	15.873015873015872	0.0	84.12698412698413
Seq_1473096	6.896551724137931	36.206896551724135	56.896551724137936
Seq_465717	0.0	0.0	100.0
Seq_394336	46.51162790697674	11.627906976744185	41.86046511627907
Seq_484367	24.242424242424242	34.34343434343434	41.41414141414141
Seq_1316210	57.14285714285714	0.0	42.857142857142854
Seq_159701	52.38095238095239	9.523809523809524	38.095238095238095
Seq_190972	86.79245283018868	0.0	13.20754716981132
Seq_1110912	23.076923076923077	38.46153846153847	38.46153846153847
Seq_938714	0.0	37.5	62.5
Seq_1458398	32.20338983050847	15.254237288135593	52.54237288135594
Seq_1327724	59.183673469387756	20.408163265306122	20.408163265306122
Seq_251351	0.0	0.0	100.0
Seq_284022	51.06382978723404	14.893617021276595	34.04255319148936
Seq_796107	27.419354838709676	30.64516129032258	41.935483870967744
Seq_20095	43.93939393939394	19.696969696969695	36.36363636363637
Seq_1604519	40.4040404040404	17.17171717171717	42.42424242424242
Seq_1587741	66.98113207547169	0.0	33.0188679245283
Seq_1652965	0.0	50.847457627118644	49.152542372881356
Seq_647070	5.555555555555555	31.48148148148148	62.96296296296296
Seq_1576647	0.0	59.09090909090909	40.909090909090914
Seq_376045	21.333333333333336	46.666666666666664	32.0
Seq_737795	13.513513513513514	44.5945945945946	41.891891891891895
Seq_413651	76.59574468085107	8.51063829787234	14.893617021276595
Seq_340046	43.47826086956522	23.91304347826087	32.608695652173914
Seq_1243932	7.6923076923076925	0.0	92.3076923076923
Seq_442184	5.0	47.5	47.5
Seq_890866	18.91891891891892	0.0	81.08108108108108
Seq_245747	38.297872340425535	10.638297872340425	51.06382978723404
Seq_205232	92.45283018867924	0.0	7.547169811320755
Seq_1184224	5.555555555555555	46.2962962962963	48.148148148148145
Seq_282863	16.43835616438356	0.0	83.56164383561644
Seq_1191920	34.72222222222222	16.666666666666664	48.61111111111111
Seq_1468674	0.0	39.34426229508197	60.65573770491803
Seq_166821	20.0	0.0	80.0
Seq_1468678	4.285714285714286	42.857142857142854	52.85714285714286
Seq_234497	38.34586466165413	24.81203007518797	36.84210526315789
Seq_683205	47.5	15.0	37.5
Seq_1647738	11.940298507462686	7.462686567164178	80.59701492537313
Seq_1507338	13.953488372093023	25.581395348837212	60.46511627906976
Seq_1647730	9.30232558139535	16.27906976744186	74.4186046511628
Seq_671320	0.0	0.0	100.0
Seq_1273526	0.0	23.809523809523807	76.19047619047619
Seq_516209	45.76271186440678	15.254237288135593	38.983050847457626
Seq_1343154	78.66666666666666	0.0	21.333333333333336
Seq_351752	45.07042253521127	22.535211267605636	32.3943661971831
Seq_471685	20.454545454545457	9.090909090909092	70.45454545454545
Seq_76953	57.446808510638306	17.02127659574468	25.53191489361702
Seq_1673057	5.88235294117647	41.17647058823529	52.94117647058824
Seq_321543	36.486486486486484	18.91891891891892	44.5945945945946
Seq_808726	0.0	49.2063492063492	50.79365079365079
Seq_1376228	7.5	45.0	47.5
Seq_255897	18.51851851851852	5.555555555555555	75.92592592592592
Seq_125080	3.6363636363636362	36.36363636363637	60.0
Seq_678709	41.25	25.0	33.75
Seq_253251	0.0	56.16438356164384	43.83561643835616
Seq_1351691	71.11111111111111	4.444444444444445	24.444444444444443
Seq_329804	56.9620253164557	3.79746835443038	39.24050632911392
Seq_1140218	70.73170731707317	2.4390243902439024	26.82926829268293
Seq_1096304	30.0	11.25	58.75
Seq_396526	82.5	0.0	17.5
Seq_1023194	0.0	44.06779661016949	55.932203389830505
Seq_79537	65.0	0.0	35.0
Seq_863399	34.32835820895522	17.91044776119403	47.76119402985074
Seq_545791	46.15384615384615	7.6923076923076925	46.15384615384615
Seq_85903	43.103448275862064	22.413793103448278	34.48275862068966
Seq_1015655	41.46341463414634	0.0	58.536585365853654
Seq_896604	9.836065573770492	27.86885245901639	62.295081967213115
Seq_806241	47.72727272727273	15.909090909090908	36.36363636363637
Seq_1425204	58.139534883720934	13.953488372093023	27.906976744186046
Seq_587263	2.380952380952381	0.0	97.61904761904762
Seq_1296097	19.230769230769234	40.38461538461539	40.38461538461539
Seq_117290	42.30769230769231	17.307692307692307	40.38461538461539
Seq_1559657	5.555555555555555	48.148148148148145	46.2962962962963
Seq_35515	23.943661971830984	18.30985915492958	57.74647887323944
Seq_829143	38.095238095238095	14.285714285714285	47.61904761904761
Seq_164822	6.8181818181818175	13.636363636363635	79.54545454545455
Seq_1526605	24.489795918367346	0.0	75.51020408163265
Seq_1053881	24.390243902439025	26.82926829268293	48.78048780487805
Seq_1020107	25.37313432835821	20.8955223880597	53.73134328358209
Seq_989919	41.86046511627907	13.953488372093023	44.18604651162791
Seq_244224	0.0	0.0	100.0
Seq_1257297	53.65853658536586	9.75609756097561	36.58536585365854
Seq_95681	19.607843137254903	7.8431372549019605	72.54901960784314
Seq_554666	40.69767441860465	13.953488372093023	45.348837209302324
Seq_442148	23.809523809523807	30.952380952380953	45.23809523809524
Seq_1254514	58.2089552238806	0.0	41.7910447761194
Seq_1184301	37.5	18.75	43.75
Seq_1271369	0.0	6.976744186046512	93.02325581395348
Seq_600886	73.80952380952381	0.0	26.190476190476193
Seq_650975	17.857142857142858	32.142857142857146	50.0
Seq_84723	61.76470588235294	0.0	38.23529411764706
Seq_1648445	50.0	29.6875	20.3125
Seq_1368381	8.823529411764707	39.705882352941174	51.470588235294116
Seq_1117333	34.69387755102041	16.3265306122449	48.97959183673469
Seq_735682	17.94871794871795	17.94871794871795	64.1025641025641
Seq_1559495	0.0	41.9753086419753	58.0246913580247
Seq_352635	63.934426229508205	0.0	36.0655737704918
Seq_490668	43.05555555555556	18.055555555555554	38.88888888888889
Seq_340170	31.25	28.749999999999996	40.0
Seq_648628	12.5	39.58333333333333	47.91666666666667
Seq_838906	4.3478260869565215	39.130434782608695	56.52173913043478
Seq_1462041	0.0	1.8518518518518516	98.14814814814815
Seq_499200	0.0	0.0	100.0
Seq_658750	0.0	0.0	100.0
Seq_1293951	53.333333333333336	11.11111111111111	35.55555555555556
Seq_1443585	32.142857142857146	14.285714285714285	53.57142857142857
Seq_865372	15.384615384615385	9.615384615384617	75.0
